lsoa_code,traj,traj_titles
E01009539,B,"N = 8,124 (26%)"
E01009540,B,"N = 8,124 (26%)"
E01009541,B,"N = 8,124 (26%)"
E01009542,B,"N = 8,124 (26%)"
E01009543,B,"N = 8,124 (26%)"
E01009544,A,"N = 23,924 (72%)"
E01009548,B,"N = 8,124 (26%)"
E01009549,A,"N = 23,924 (72%)"
E01009550,A,"N = 23,924 (72%)"
E01009552,A,"N = 23,924 (72%)"
E01009553,B,"N = 8,124 (26%)"
E01009554,A,"N = 23,924 (72%)"
E01009555,A,"N = 23,924 (72%)"
E01009556,A,"N = 23,924 (72%)"
E01009557,A,"N = 23,924 (72%)"
E01009558,A,"N = 23,924 (72%)"
E01009559,A,"N = 23,924 (72%)"
E01009560,A,"N = 23,924 (72%)"
E01009561,A,"N = 23,924 (72%)"
E01009562,A,"N = 23,924 (72%)"
E01009563,A,"N = 23,924 (72%)"
E01009564,B,"N = 8,124 (26%)"
E01009565,A,"N = 23,924 (72%)"
E01009566,B,"N = 8,124 (26%)"
E01009567,B,"N = 8,124 (26%)"
E01009568,A,"N = 23,924 (72%)"
E01009569,B,"N = 8,124 (26%)"
E01009570,B,"N = 8,124 (26%)"
E01009571,B,"N = 8,124 (26%)"
E01009572,B,"N = 8,124 (26%)"
E01009573,A,"N = 23,924 (72%)"
E01009574,B,"N = 8,124 (26%)"
E01009575,B,"N = 8,124 (26%)"
E01009576,A,"N = 23,924 (72%)"
E01009577,B,"N = 8,124 (26%)"
E01009578,A,"N = 23,924 (72%)"
E01009579,B,"N = 8,124 (26%)"
E01009580,B,"N = 8,124 (26%)"
E01009581,B,"N = 8,124 (26%)"
E01009582,B,"N = 8,124 (26%)"
E01009583,A,"N = 23,924 (72%)"
E01009584,B,"N = 8,124 (26%)"
E01009585,B,"N = 8,124 (26%)"
E01009586,A,"N = 23,924 (72%)"
E01009587,B,"N = 8,124 (26%)"
E01009588,B,"N = 8,124 (26%)"
E01009589,A,"N = 23,924 (72%)"
E01009590,B,"N = 8,124 (26%)"
E01009591,A,"N = 23,924 (72%)"
E01009592,A,"N = 23,924 (72%)"
E01009593,A,"N = 23,924 (72%)"
E01009594,A,"N = 23,924 (72%)"
E01009596,A,"N = 23,924 (72%)"
E01009597,A,"N = 23,924 (72%)"
E01009598,A,"N = 23,924 (72%)"
E01009599,A,"N = 23,924 (72%)"
E01009604,B,"N = 8,124 (26%)"
E01009605,B,"N = 8,124 (26%)"
E01009606,A,"N = 23,924 (72%)"
E01009607,B,"N = 8,124 (26%)"
E01009608,A,"N = 23,924 (72%)"
E01009609,A,"N = 23,924 (72%)"
E01009610,A,"N = 23,924 (72%)"
E01009611,B,"N = 8,124 (26%)"
E01009612,A,"N = 23,924 (72%)"
E01009613,A,"N = 23,924 (72%)"
E01009614,A,"N = 23,924 (72%)"
E01009615,B,"N = 8,124 (26%)"
E01009616,A,"N = 23,924 (72%)"
E01009617,A,"N = 23,924 (72%)"
E01009618,A,"N = 23,924 (72%)"
E01009619,B,"N = 8,124 (26%)"
E01009620,A,"N = 23,924 (72%)"
E01009621,A,"N = 23,924 (72%)"
E01009622,A,"N = 23,924 (72%)"
E01009623,B,"N = 8,124 (26%)"
E01009624,B,"N = 8,124 (26%)"
E01009625,A,"N = 23,924 (72%)"
E01009626,A,"N = 23,924 (72%)"
E01009627,A,"N = 23,924 (72%)"
E01009628,A,"N = 23,924 (72%)"
E01009629,B,"N = 8,124 (26%)"
E01009630,B,"N = 8,124 (26%)"
E01009631,B,"N = 8,124 (26%)"
E01009632,B,"N = 8,124 (26%)"
E01009633,B,"N = 8,124 (26%)"
E01009634,A,"N = 23,924 (72%)"
E01009635,B,"N = 8,124 (26%)"
E01009636,B,"N = 8,124 (26%)"
E01009637,B,"N = 8,124 (26%)"
E01009638,C,"N = 5,664 (3%)"
E01009639,B,"N = 8,124 (26%)"
E01009640,B,"N = 8,124 (26%)"
E01009641,B,"N = 8,124 (26%)"
E01009642,D,N = 83 (0.25%)
E01009643,A,"N = 23,924 (72%)"
E01009644,A,"N = 23,924 (72%)"
E01009645,A,"N = 23,924 (72%)"
E01009646,A,"N = 23,924 (72%)"
E01009647,B,"N = 8,124 (26%)"
E01009648,A,"N = 23,924 (72%)"
E01009649,A,"N = 23,924 (72%)"
E01009650,B,"N = 8,124 (26%)"
E01009651,B,"N = 8,124 (26%)"
E01009652,A,"N = 23,924 (72%)"
E01009653,A,"N = 23,924 (72%)"
E01009654,A,"N = 23,924 (72%)"
E01009655,B,"N = 8,124 (26%)"
E01009656,B,"N = 8,124 (26%)"
E01009657,A,"N = 23,924 (72%)"
E01009658,A,"N = 23,924 (72%)"
E01009659,A,"N = 23,924 (72%)"
E01009660,B,"N = 8,124 (26%)"
E01009661,B,"N = 8,124 (26%)"
E01009662,B,"N = 8,124 (26%)"
E01009663,A,"N = 23,924 (72%)"
E01009664,A,"N = 23,924 (72%)"
E01009665,A,"N = 23,924 (72%)"
E01009666,A,"N = 23,924 (72%)"
E01009667,A,"N = 23,924 (72%)"
E01009668,A,"N = 23,924 (72%)"
E01009669,A,"N = 23,924 (72%)"
E01009670,A,"N = 23,924 (72%)"
E01009671,A,"N = 23,924 (72%)"
E01009672,A,"N = 23,924 (72%)"
E01009674,B,"N = 8,124 (26%)"
E01009676,A,"N = 23,924 (72%)"
E01009679,A,"N = 23,924 (72%)"
E01009681,A,"N = 23,924 (72%)"
E01009682,A,"N = 23,924 (72%)"
E01009683,B,"N = 8,124 (26%)"
E01009684,A,"N = 23,924 (72%)"
E01009685,A,"N = 23,924 (72%)"
E01009686,B,"N = 8,124 (26%)"
E01009687,A,"N = 23,924 (72%)"
E01009688,A,"N = 23,924 (72%)"
E01009689,B,"N = 8,124 (26%)"
E01009690,A,"N = 23,924 (72%)"
E01009691,A,"N = 23,924 (72%)"
E01009692,A,"N = 23,924 (72%)"
E01009693,A,"N = 23,924 (72%)"
E01009694,A,"N = 23,924 (72%)"
E01009695,A,"N = 23,924 (72%)"
E01009696,A,"N = 23,924 (72%)"
E01009697,A,"N = 23,924 (72%)"
E01009698,A,"N = 23,924 (72%)"
E01009699,A,"N = 23,924 (72%)"
E01009700,B,"N = 8,124 (26%)"
E01009701,A,"N = 23,924 (72%)"
E01009702,B,"N = 8,124 (26%)"
E01009703,B,"N = 8,124 (26%)"
E01009704,A,"N = 23,924 (72%)"
E01009705,A,"N = 23,924 (72%)"
E01009706,A,"N = 23,924 (72%)"
E01009707,A,"N = 23,924 (72%)"
E01009708,A,"N = 23,924 (72%)"
E01009709,B,"N = 8,124 (26%)"
E01009710,A,"N = 23,924 (72%)"
E01009711,A,"N = 23,924 (72%)"
E01009712,C,"N = 5,664 (3%)"
E01009713,A,"N = 23,924 (72%)"
E01009714,A,"N = 23,924 (72%)"
E01009715,A,"N = 23,924 (72%)"
E01009716,A,"N = 23,924 (72%)"
E01009717,A,"N = 23,924 (72%)"
E01009718,B,"N = 8,124 (26%)"
E01009719,A,"N = 23,924 (72%)"
E01009720,A,"N = 23,924 (72%)"
E01009721,A,"N = 23,924 (72%)"
E01009722,A,"N = 23,924 (72%)"
E01009723,A,"N = 23,924 (72%)"
E01009724,A,"N = 23,924 (72%)"
E01009725,A,"N = 23,924 (72%)"
E01009726,A,"N = 23,924 (72%)"
E01009727,A,"N = 23,924 (72%)"
E01009728,A,"N = 23,924 (72%)"
E01009729,A,"N = 23,924 (72%)"
E01009730,A,"N = 23,924 (72%)"
E01009731,A,"N = 23,924 (72%)"
E01009732,B,"N = 8,124 (26%)"
E01009733,B,"N = 8,124 (26%)"
E01009734,A,"N = 23,924 (72%)"
E01009735,A,"N = 23,924 (72%)"
E01009736,A,"N = 23,924 (72%)"
E01009737,A,"N = 23,924 (72%)"
E01009738,A,"N = 23,924 (72%)"
E01009739,A,"N = 23,924 (72%)"
E01009740,B,"N = 8,124 (26%)"
E01009741,C,"N = 5,664 (3%)"
E01009742,A,"N = 23,924 (72%)"
E01009743,A,"N = 23,924 (72%)"
E01009744,C,"N = 5,664 (3%)"
E01009745,A,"N = 23,924 (72%)"
E01009746,C,"N = 5,664 (3%)"
E01009747,A,"N = 23,924 (72%)"
E01009748,A,"N = 23,924 (72%)"
E01009749,A,"N = 23,924 (72%)"
E01009750,A,"N = 23,924 (72%)"
E01009751,A,"N = 23,924 (72%)"
E01009752,B,"N = 8,124 (26%)"
E01009753,B,"N = 8,124 (26%)"
E01009754,B,"N = 8,124 (26%)"
E01009756,A,"N = 23,924 (72%)"
E01009757,B,"N = 8,124 (26%)"
E01009758,A,"N = 23,924 (72%)"
E01009759,A,"N = 23,924 (72%)"
E01009760,A,"N = 23,924 (72%)"
E01009762,B,"N = 8,124 (26%)"
E01009763,B,"N = 8,124 (26%)"
E01009764,A,"N = 23,924 (72%)"
E01009765,A,"N = 23,924 (72%)"
E01009766,A,"N = 23,924 (72%)"
E01009767,A,"N = 23,924 (72%)"
E01009768,B,"N = 8,124 (26%)"
E01009769,B,"N = 8,124 (26%)"
E01009770,A,"N = 23,924 (72%)"
E01009771,A,"N = 23,924 (72%)"
E01009772,A,"N = 23,924 (72%)"
E01009773,B,"N = 8,124 (26%)"
E01009774,A,"N = 23,924 (72%)"
E01009775,A,"N = 23,924 (72%)"
E01009776,A,"N = 23,924 (72%)"
E01009777,A,"N = 23,924 (72%)"
E01009778,A,"N = 23,924 (72%)"
E01009779,A,"N = 23,924 (72%)"
E01009780,A,"N = 23,924 (72%)"
E01009781,B,"N = 8,124 (26%)"
E01009782,A,"N = 23,924 (72%)"
E01009783,A,"N = 23,924 (72%)"
E01009784,A,"N = 23,924 (72%)"
E01009785,A,"N = 23,924 (72%)"
E01009786,A,"N = 23,924 (72%)"
E01009787,A,"N = 23,924 (72%)"
E01009788,A,"N = 23,924 (72%)"
E01009789,A,"N = 23,924 (72%)"
E01009790,B,"N = 8,124 (26%)"
E01009791,A,"N = 23,924 (72%)"
E01009792,A,"N = 23,924 (72%)"
E01009793,A,"N = 23,924 (72%)"
E01009794,A,"N = 23,924 (72%)"
E01009795,A,"N = 23,924 (72%)"
E01009796,A,"N = 23,924 (72%)"
E01009797,A,"N = 23,924 (72%)"
E01009798,A,"N = 23,924 (72%)"
E01009799,A,"N = 23,924 (72%)"
E01009800,A,"N = 23,924 (72%)"
E01009801,B,"N = 8,124 (26%)"
E01009802,A,"N = 23,924 (72%)"
E01009803,A,"N = 23,924 (72%)"
E01009804,A,"N = 23,924 (72%)"
E01009805,A,"N = 23,924 (72%)"
E01009806,A,"N = 23,924 (72%)"
E01009807,A,"N = 23,924 (72%)"
E01009808,A,"N = 23,924 (72%)"
E01009809,A,"N = 23,924 (72%)"
E01009810,A,"N = 23,924 (72%)"
E01009811,A,"N = 23,924 (72%)"
E01009812,A,"N = 23,924 (72%)"
E01009813,A,"N = 23,924 (72%)"
E01009814,A,"N = 23,924 (72%)"
E01009815,A,"N = 23,924 (72%)"
E01009816,A,"N = 23,924 (72%)"
E01009817,A,"N = 23,924 (72%)"
E01009818,A,"N = 23,924 (72%)"
E01009819,A,"N = 23,924 (72%)"
E01009820,A,"N = 23,924 (72%)"
E01009821,A,"N = 23,924 (72%)"
E01009822,A,"N = 23,924 (72%)"
E01009823,A,"N = 23,924 (72%)"
E01009824,A,"N = 23,924 (72%)"
E01009825,A,"N = 23,924 (72%)"
E01009826,A,"N = 23,924 (72%)"
E01009827,A,"N = 23,924 (72%)"
E01009828,A,"N = 23,924 (72%)"
E01009829,A,"N = 23,924 (72%)"
E01009830,A,"N = 23,924 (72%)"
E01009831,A,"N = 23,924 (72%)"
E01009832,A,"N = 23,924 (72%)"
E01009833,B,"N = 8,124 (26%)"
E01009834,B,"N = 8,124 (26%)"
E01009835,A,"N = 23,924 (72%)"
E01009836,B,"N = 8,124 (26%)"
E01009837,A,"N = 23,924 (72%)"
E01009838,A,"N = 23,924 (72%)"
E01009839,A,"N = 23,924 (72%)"
E01009840,A,"N = 23,924 (72%)"
E01009841,B,"N = 8,124 (26%)"
E01009842,B,"N = 8,124 (26%)"
E01009843,B,"N = 8,124 (26%)"
E01009844,B,"N = 8,124 (26%)"
E01009845,A,"N = 23,924 (72%)"
E01009846,A,"N = 23,924 (72%)"
E01009847,A,"N = 23,924 (72%)"
E01009848,A,"N = 23,924 (72%)"
E01009849,A,"N = 23,924 (72%)"
E01009850,A,"N = 23,924 (72%)"
E01009851,A,"N = 23,924 (72%)"
E01009852,A,"N = 23,924 (72%)"
E01009853,A,"N = 23,924 (72%)"
E01009854,A,"N = 23,924 (72%)"
E01009855,A,"N = 23,924 (72%)"
E01009856,B,"N = 8,124 (26%)"
E01009857,A,"N = 23,924 (72%)"
E01009858,A,"N = 23,924 (72%)"
E01009859,A,"N = 23,924 (72%)"
E01009860,A,"N = 23,924 (72%)"
E01009861,A,"N = 23,924 (72%)"
E01009862,A,"N = 23,924 (72%)"
E01009863,B,"N = 8,124 (26%)"
E01009864,A,"N = 23,924 (72%)"
E01009865,B,"N = 8,124 (26%)"
E01009866,A,"N = 23,924 (72%)"
E01009867,A,"N = 23,924 (72%)"
E01009868,A,"N = 23,924 (72%)"
E01009869,A,"N = 23,924 (72%)"
E01009870,A,"N = 23,924 (72%)"
E01009871,B,"N = 8,124 (26%)"
E01009872,A,"N = 23,924 (72%)"
E01009873,B,"N = 8,124 (26%)"
E01009874,A,"N = 23,924 (72%)"
E01009875,A,"N = 23,924 (72%)"
E01009876,A,"N = 23,924 (72%)"
E01009877,B,"N = 8,124 (26%)"
E01009878,A,"N = 23,924 (72%)"
E01009879,B,"N = 8,124 (26%)"
E01009880,A,"N = 23,924 (72%)"
E01009881,C,"N = 5,664 (3%)"
E01009882,A,"N = 23,924 (72%)"
E01009883,A,"N = 23,924 (72%)"
E01009884,B,"N = 8,124 (26%)"
E01009885,B,"N = 8,124 (26%)"
E01009886,B,"N = 8,124 (26%)"
E01009887,B,"N = 8,124 (26%)"
E01009888,A,"N = 23,924 (72%)"
E01009889,C,"N = 5,664 (3%)"
E01009890,A,"N = 23,924 (72%)"
E01009891,A,"N = 23,924 (72%)"
E01009892,B,"N = 8,124 (26%)"
E01009893,B,"N = 8,124 (26%)"
E01009894,A,"N = 23,924 (72%)"
E01009895,A,"N = 23,924 (72%)"
E01009896,A,"N = 23,924 (72%)"
E01009897,A,"N = 23,924 (72%)"
E01009898,A,"N = 23,924 (72%)"
E01009899,A,"N = 23,924 (72%)"
E01009900,A,"N = 23,924 (72%)"
E01009901,A,"N = 23,924 (72%)"
E01009902,A,"N = 23,924 (72%)"
E01009903,A,"N = 23,924 (72%)"
E01009904,A,"N = 23,924 (72%)"
E01009905,A,"N = 23,924 (72%)"
E01009906,B,"N = 8,124 (26%)"
E01009907,A,"N = 23,924 (72%)"
E01009908,A,"N = 23,924 (72%)"
E01009909,A,"N = 23,924 (72%)"
E01009910,A,"N = 23,924 (72%)"
E01009911,A,"N = 23,924 (72%)"
E01009912,A,"N = 23,924 (72%)"
E01009913,A,"N = 23,924 (72%)"
E01009914,A,"N = 23,924 (72%)"
E01009915,A,"N = 23,924 (72%)"
E01009916,A,"N = 23,924 (72%)"
E01009917,A,"N = 23,924 (72%)"
E01009918,A,"N = 23,924 (72%)"
E01009919,A,"N = 23,924 (72%)"
E01009920,A,"N = 23,924 (72%)"
E01009921,A,"N = 23,924 (72%)"
E01009922,A,"N = 23,924 (72%)"
E01009923,A,"N = 23,924 (72%)"
E01009924,A,"N = 23,924 (72%)"
E01009925,A,"N = 23,924 (72%)"
E01009926,A,"N = 23,924 (72%)"
E01009927,B,"N = 8,124 (26%)"
E01009928,A,"N = 23,924 (72%)"
E01009929,A,"N = 23,924 (72%)"
E01009930,A,"N = 23,924 (72%)"
E01009931,A,"N = 23,924 (72%)"
E01009932,B,"N = 8,124 (26%)"
E01009933,A,"N = 23,924 (72%)"
E01009934,B,"N = 8,124 (26%)"
E01009935,B,"N = 8,124 (26%)"
E01009936,B,"N = 8,124 (26%)"
E01009937,A,"N = 23,924 (72%)"
E01009938,A,"N = 23,924 (72%)"
E01009939,A,"N = 23,924 (72%)"
E01009940,A,"N = 23,924 (72%)"
E01009941,A,"N = 23,924 (72%)"
E01009942,A,"N = 23,924 (72%)"
E01009943,A,"N = 23,924 (72%)"
E01009944,A,"N = 23,924 (72%)"
E01009946,A,"N = 23,924 (72%)"
E01009947,B,"N = 8,124 (26%)"
E01009948,A,"N = 23,924 (72%)"
E01009949,A,"N = 23,924 (72%)"
E01009950,B,"N = 8,124 (26%)"
E01009951,B,"N = 8,124 (26%)"
E01009952,B,"N = 8,124 (26%)"
E01009953,B,"N = 8,124 (26%)"
E01009954,A,"N = 23,924 (72%)"
E01009955,C,"N = 5,664 (3%)"
E01009956,B,"N = 8,124 (26%)"
E01009957,A,"N = 23,924 (72%)"
E01009958,A,"N = 23,924 (72%)"
E01009959,A,"N = 23,924 (72%)"
E01009960,A,"N = 23,924 (72%)"
E01009961,A,"N = 23,924 (72%)"
E01009962,A,"N = 23,924 (72%)"
E01009963,A,"N = 23,924 (72%)"
E01009964,B,"N = 8,124 (26%)"
E01009965,A,"N = 23,924 (72%)"
E01009966,B,"N = 8,124 (26%)"
E01009967,A,"N = 23,924 (72%)"
E01009968,A,"N = 23,924 (72%)"
E01009969,A,"N = 23,924 (72%)"
E01009970,A,"N = 23,924 (72%)"
E01009971,B,"N = 8,124 (26%)"
E01009972,A,"N = 23,924 (72%)"
E01009973,A,"N = 23,924 (72%)"
E01009974,A,"N = 23,924 (72%)"
E01009975,A,"N = 23,924 (72%)"
E01009976,B,"N = 8,124 (26%)"
E01009977,B,"N = 8,124 (26%)"
E01009978,A,"N = 23,924 (72%)"
E01009979,B,"N = 8,124 (26%)"
E01009980,B,"N = 8,124 (26%)"
E01009981,B,"N = 8,124 (26%)"
E01009982,A,"N = 23,924 (72%)"
E01009983,A,"N = 23,924 (72%)"
E01009985,A,"N = 23,924 (72%)"
E01009986,A,"N = 23,924 (72%)"
E01009987,B,"N = 8,124 (26%)"
E01009988,B,"N = 8,124 (26%)"
E01009989,B,"N = 8,124 (26%)"
E01009991,A,"N = 23,924 (72%)"
E01009992,A,"N = 23,924 (72%)"
E01009993,B,"N = 8,124 (26%)"
E01009994,B,"N = 8,124 (26%)"
E01009995,A,"N = 23,924 (72%)"
E01009996,A,"N = 23,924 (72%)"
E01009997,B,"N = 8,124 (26%)"
E01009998,B,"N = 8,124 (26%)"
E01009999,B,"N = 8,124 (26%)"
E01010000,A,"N = 23,924 (72%)"
E01010001,B,"N = 8,124 (26%)"
E01010002,B,"N = 8,124 (26%)"
E01010003,B,"N = 8,124 (26%)"
E01010004,B,"N = 8,124 (26%)"
E01010005,B,"N = 8,124 (26%)"
E01010006,A,"N = 23,924 (72%)"
E01010007,A,"N = 23,924 (72%)"
E01010008,A,"N = 23,924 (72%)"
E01010009,A,"N = 23,924 (72%)"
E01010010,A,"N = 23,924 (72%)"
E01010011,A,"N = 23,924 (72%)"
E01010012,A,"N = 23,924 (72%)"
E01010013,A,"N = 23,924 (72%)"
E01010014,A,"N = 23,924 (72%)"
E01010015,B,"N = 8,124 (26%)"
E01010016,B,"N = 8,124 (26%)"
E01010017,B,"N = 8,124 (26%)"
E01010018,B,"N = 8,124 (26%)"
E01010019,A,"N = 23,924 (72%)"
E01010020,A,"N = 23,924 (72%)"
E01010021,A,"N = 23,924 (72%)"
E01010022,A,"N = 23,924 (72%)"
E01010023,A,"N = 23,924 (72%)"
E01010024,A,"N = 23,924 (72%)"
E01010025,B,"N = 8,124 (26%)"
E01010026,A,"N = 23,924 (72%)"
E01010027,A,"N = 23,924 (72%)"
E01010028,A,"N = 23,924 (72%)"
E01010029,B,"N = 8,124 (26%)"
E01010030,B,"N = 8,124 (26%)"
E01010031,B,"N = 8,124 (26%)"
E01010032,B,"N = 8,124 (26%)"
E01010033,B,"N = 8,124 (26%)"
E01010034,A,"N = 23,924 (72%)"
E01010035,A,"N = 23,924 (72%)"
E01010036,A,"N = 23,924 (72%)"
E01010037,B,"N = 8,124 (26%)"
E01010038,B,"N = 8,124 (26%)"
E01010039,A,"N = 23,924 (72%)"
E01010040,B,"N = 8,124 (26%)"
E01010041,A,"N = 23,924 (72%)"
E01010042,A,"N = 23,924 (72%)"
E01010043,A,"N = 23,924 (72%)"
E01010044,B,"N = 8,124 (26%)"
E01010045,A,"N = 23,924 (72%)"
E01010046,B,"N = 8,124 (26%)"
E01010047,B,"N = 8,124 (26%)"
E01010048,A,"N = 23,924 (72%)"
E01010049,B,"N = 8,124 (26%)"
E01010050,A,"N = 23,924 (72%)"
E01010051,A,"N = 23,924 (72%)"
E01010052,B,"N = 8,124 (26%)"
E01010053,B,"N = 8,124 (26%)"
E01010054,A,"N = 23,924 (72%)"
E01010055,A,"N = 23,924 (72%)"
E01010056,B,"N = 8,124 (26%)"
E01010057,A,"N = 23,924 (72%)"
E01010058,B,"N = 8,124 (26%)"
E01010059,B,"N = 8,124 (26%)"
E01010060,B,"N = 8,124 (26%)"
E01010061,B,"N = 8,124 (26%)"
E01010062,B,"N = 8,124 (26%)"
E01010063,B,"N = 8,124 (26%)"
E01010064,B,"N = 8,124 (26%)"
E01010065,B,"N = 8,124 (26%)"
E01010066,B,"N = 8,124 (26%)"
E01010067,B,"N = 8,124 (26%)"
E01010068,A,"N = 23,924 (72%)"
E01010069,B,"N = 8,124 (26%)"
E01010070,A,"N = 23,924 (72%)"
E01010071,B,"N = 8,124 (26%)"
E01010072,B,"N = 8,124 (26%)"
E01010073,A,"N = 23,924 (72%)"
E01010074,C,"N = 5,664 (3%)"
E01010075,A,"N = 23,924 (72%)"
E01010076,B,"N = 8,124 (26%)"
E01010077,A,"N = 23,924 (72%)"
E01010078,A,"N = 23,924 (72%)"
E01010079,A,"N = 23,924 (72%)"
E01010080,A,"N = 23,924 (72%)"
E01010081,A,"N = 23,924 (72%)"
E01010082,B,"N = 8,124 (26%)"
E01010083,A,"N = 23,924 (72%)"
E01010084,A,"N = 23,924 (72%)"
E01010085,B,"N = 8,124 (26%)"
E01010086,A,"N = 23,924 (72%)"
E01010087,B,"N = 8,124 (26%)"
E01010088,A,"N = 23,924 (72%)"
E01010089,B,"N = 8,124 (26%)"
E01010090,B,"N = 8,124 (26%)"
E01010091,B,"N = 8,124 (26%)"
E01010092,B,"N = 8,124 (26%)"
E01010093,A,"N = 23,924 (72%)"
E01010094,A,"N = 23,924 (72%)"
E01010095,B,"N = 8,124 (26%)"
E01010096,B,"N = 8,124 (26%)"
E01010097,A,"N = 23,924 (72%)"
E01010098,A,"N = 23,924 (72%)"
E01010099,A,"N = 23,924 (72%)"
E01010100,B,"N = 8,124 (26%)"
E01010101,B,"N = 8,124 (26%)"
E01010102,B,"N = 8,124 (26%)"
E01010103,B,"N = 8,124 (26%)"
E01010104,A,"N = 23,924 (72%)"
E01010105,B,"N = 8,124 (26%)"
E01010106,C,"N = 5,664 (3%)"
E01010107,C,"N = 5,664 (3%)"
E01010108,A,"N = 23,924 (72%)"
E01010109,C,"N = 5,664 (3%)"
E01010110,B,"N = 8,124 (26%)"
E01010111,B,"N = 8,124 (26%)"
E01010112,A,"N = 23,924 (72%)"
E01010113,A,"N = 23,924 (72%)"
E01010114,B,"N = 8,124 (26%)"
E01010115,A,"N = 23,924 (72%)"
E01010116,A,"N = 23,924 (72%)"
E01010117,A,"N = 23,924 (72%)"
E01010118,A,"N = 23,924 (72%)"
E01010119,A,"N = 23,924 (72%)"
E01010120,A,"N = 23,924 (72%)"
E01010121,A,"N = 23,924 (72%)"
E01010122,A,"N = 23,924 (72%)"
E01010123,B,"N = 8,124 (26%)"
E01010124,A,"N = 23,924 (72%)"
E01010125,C,"N = 5,664 (3%)"
E01010126,A,"N = 23,924 (72%)"
E01010127,B,"N = 8,124 (26%)"
E01010128,A,"N = 23,924 (72%)"
E01010129,B,"N = 8,124 (26%)"
E01010130,B,"N = 8,124 (26%)"
E01010131,B,"N = 8,124 (26%)"
E01010132,A,"N = 23,924 (72%)"
E01010133,A,"N = 23,924 (72%)"
E01010134,A,"N = 23,924 (72%)"
E01010135,A,"N = 23,924 (72%)"
E01010136,A,"N = 23,924 (72%)"
E01010137,A,"N = 23,924 (72%)"
E01010138,A,"N = 23,924 (72%)"
E01010139,B,"N = 8,124 (26%)"
E01010140,A,"N = 23,924 (72%)"
E01010141,A,"N = 23,924 (72%)"
E01010142,B,"N = 8,124 (26%)"
E01010143,B,"N = 8,124 (26%)"
E01010144,B,"N = 8,124 (26%)"
E01010145,B,"N = 8,124 (26%)"
E01010146,B,"N = 8,124 (26%)"
E01010147,B,"N = 8,124 (26%)"
E01010148,B,"N = 8,124 (26%)"
E01010149,A,"N = 23,924 (72%)"
E01010150,A,"N = 23,924 (72%)"
E01010151,A,"N = 23,924 (72%)"
E01010152,A,"N = 23,924 (72%)"
E01010153,A,"N = 23,924 (72%)"
E01010154,A,"N = 23,924 (72%)"
E01010155,A,"N = 23,924 (72%)"
E01010156,A,"N = 23,924 (72%)"
E01010157,A,"N = 23,924 (72%)"
E01010158,A,"N = 23,924 (72%)"
E01010159,A,"N = 23,924 (72%)"
E01010160,A,"N = 23,924 (72%)"
E01010161,A,"N = 23,924 (72%)"
E01010162,A,"N = 23,924 (72%)"
E01010163,A,"N = 23,924 (72%)"
E01010164,A,"N = 23,924 (72%)"
E01010165,A,"N = 23,924 (72%)"
E01010166,A,"N = 23,924 (72%)"
E01010167,A,"N = 23,924 (72%)"
E01010168,A,"N = 23,924 (72%)"
E01010169,A,"N = 23,924 (72%)"
E01010170,A,"N = 23,924 (72%)"
E01010171,A,"N = 23,924 (72%)"
E01010172,A,"N = 23,924 (72%)"
E01010173,A,"N = 23,924 (72%)"
E01010174,A,"N = 23,924 (72%)"
E01010175,A,"N = 23,924 (72%)"
E01010176,A,"N = 23,924 (72%)"
E01010177,A,"N = 23,924 (72%)"
E01010178,B,"N = 8,124 (26%)"
E01010179,A,"N = 23,924 (72%)"
E01010180,A,"N = 23,924 (72%)"
E01010181,A,"N = 23,924 (72%)"
E01010183,A,"N = 23,924 (72%)"
E01010184,A,"N = 23,924 (72%)"
E01010185,A,"N = 23,924 (72%)"
E01010186,A,"N = 23,924 (72%)"
E01010187,A,"N = 23,924 (72%)"
E01010188,A,"N = 23,924 (72%)"
E01010189,A,"N = 23,924 (72%)"
E01010190,A,"N = 23,924 (72%)"
E01010191,A,"N = 23,924 (72%)"
E01010192,C,"N = 5,664 (3%)"
E01010193,A,"N = 23,924 (72%)"
E01010194,A,"N = 23,924 (72%)"
E01010195,A,"N = 23,924 (72%)"
E01010196,A,"N = 23,924 (72%)"
E01010197,A,"N = 23,924 (72%)"
E01010198,A,"N = 23,924 (72%)"
E01010199,A,"N = 23,924 (72%)"
E01010200,A,"N = 23,924 (72%)"
E01010201,A,"N = 23,924 (72%)"
E01010202,A,"N = 23,924 (72%)"
E01010203,B,"N = 8,124 (26%)"
E01010204,B,"N = 8,124 (26%)"
E01010205,A,"N = 23,924 (72%)"
E01010206,A,"N = 23,924 (72%)"
E01010207,A,"N = 23,924 (72%)"
E01010208,A,"N = 23,924 (72%)"
E01010209,A,"N = 23,924 (72%)"
E01010210,A,"N = 23,924 (72%)"
E01010211,A,"N = 23,924 (72%)"
E01010212,A,"N = 23,924 (72%)"
E01010213,B,"N = 8,124 (26%)"
E01010214,A,"N = 23,924 (72%)"
E01010215,A,"N = 23,924 (72%)"
E01010216,A,"N = 23,924 (72%)"
E01010217,A,"N = 23,924 (72%)"
E01010218,B,"N = 8,124 (26%)"
E01010219,A,"N = 23,924 (72%)"
E01010220,A,"N = 23,924 (72%)"
E01010221,A,"N = 23,924 (72%)"
E01010222,A,"N = 23,924 (72%)"
E01010223,A,"N = 23,924 (72%)"
E01010225,A,"N = 23,924 (72%)"
