lsoa_code,traj,traj_titles
E01033002,B,"N = 8,124 (26%)"
E01033003,B,"N = 8,124 (26%)"
E01033005,C,"N = 5,664 (3%)"
E01033006,B,"N = 8,124 (26%)"
E01033008,C,"N = 5,664 (3%)"
E01033010,D,N = 83 (0.25%)
E01033011,C,"N = 5,664 (3%)"
E01033013,B,"N = 8,124 (26%)"
E01033015,A,"N = 23,924 (72%)"
E01033016,C,"N = 5,664 (3%)"
E01033018,B,"N = 8,124 (26%)"
E01033019,A,"N = 23,924 (72%)"
E01033021,B,"N = 8,124 (26%)"
E01033022,A,"N = 23,924 (72%)"
E01033023,B,"N = 8,124 (26%)"
E01033024,A,"N = 23,924 (72%)"
E01033025,A,"N = 23,924 (72%)"
E01033026,A,"N = 23,924 (72%)"
E01033027,A,"N = 23,924 (72%)"
E01033028,A,"N = 23,924 (72%)"
E01033029,A,"N = 23,924 (72%)"
E01033030,B,"N = 8,124 (26%)"
E01033031,C,"N = 5,664 (3%)"
E01033032,B,"N = 8,124 (26%)"
E01033033,A,"N = 23,924 (72%)"
E01033034,A,"N = 23,924 (72%)"
E01033035,B,"N = 8,124 (26%)"
E01033036,A,"N = 23,924 (72%)"
E01033037,A,"N = 23,924 (72%)"
E01033038,B,"N = 8,124 (26%)"
E01033039,A,"N = 23,924 (72%)"
E01033040,B,"N = 8,124 (26%)"
E01033041,A,"N = 23,924 (72%)"
E01033042,A,"N = 23,924 (72%)"
E01033043,A,"N = 23,924 (72%)"
E01033044,A,"N = 23,924 (72%)"
E01033045,A,"N = 23,924 (72%)"
E01033046,B,"N = 8,124 (26%)"
E01033047,A,"N = 23,924 (72%)"
E01033048,A,"N = 23,924 (72%)"
E01033049,A,"N = 23,924 (72%)"
E01033050,A,"N = 23,924 (72%)"
E01033051,C,"N = 5,664 (3%)"
E01033052,A,"N = 23,924 (72%)"
E01033053,A,"N = 23,924 (72%)"
E01033054,A,"N = 23,924 (72%)"
E01033055,A,"N = 23,924 (72%)"
E01033056,A,"N = 23,924 (72%)"
E01033057,B,"N = 8,124 (26%)"
E01033058,B,"N = 8,124 (26%)"
E01033059,A,"N = 23,924 (72%)"
E01033060,B,"N = 8,124 (26%)"
E01033061,A,"N = 23,924 (72%)"
E01033062,A,"N = 23,924 (72%)"
E01033063,A,"N = 23,924 (72%)"
E01033064,A,"N = 23,924 (72%)"
E01033065,A,"N = 23,924 (72%)"
E01033066,A,"N = 23,924 (72%)"
E01033067,B,"N = 8,124 (26%)"
E01033068,C,"N = 5,664 (3%)"
E01033069,A,"N = 23,924 (72%)"
E01033070,C,"N = 5,664 (3%)"
E01033071,C,"N = 5,664 (3%)"
E01033072,B,"N = 8,124 (26%)"
E01033073,B,"N = 8,124 (26%)"
E01033074,A,"N = 23,924 (72%)"
E01033075,C,"N = 5,664 (3%)"
E01033076,B,"N = 8,124 (26%)"
E01033077,A,"N = 23,924 (72%)"
E01033078,A,"N = 23,924 (72%)"
E01033079,A,"N = 23,924 (72%)"
E01033080,B,"N = 8,124 (26%)"
E01033081,B,"N = 8,124 (26%)"
E01033082,A,"N = 23,924 (72%)"
E01033083,C,"N = 5,664 (3%)"
E01033084,B,"N = 8,124 (26%)"
E01033085,A,"N = 23,924 (72%)"
E01033086,A,"N = 23,924 (72%)"
E01033087,B,"N = 8,124 (26%)"
E01033088,C,"N = 5,664 (3%)"
E01033089,A,"N = 23,924 (72%)"
E01033090,D,N = 83 (0.25%)
E01033091,B,"N = 8,124 (26%)"
E01033092,B,"N = 8,124 (26%)"
E01033093,B,"N = 8,124 (26%)"
E01033094,B,"N = 8,124 (26%)"
E01033095,A,"N = 23,924 (72%)"
E01033096,B,"N = 8,124 (26%)"
E01033097,B,"N = 8,124 (26%)"
E01033098,A,"N = 23,924 (72%)"
E01033099,B,"N = 8,124 (26%)"
E01033100,B,"N = 8,124 (26%)"
E01033101,B,"N = 8,124 (26%)"
E01033102,A,"N = 23,924 (72%)"
E01033103,A,"N = 23,924 (72%)"
E01033104,D,N = 83 (0.25%)
E01033105,A,"N = 23,924 (72%)"
E01033106,B,"N = 8,124 (26%)"
E01033107,A,"N = 23,924 (72%)"
E01033108,A,"N = 23,924 (72%)"
E01033109,B,"N = 8,124 (26%)"
E01033110,B,"N = 8,124 (26%)"
E01033111,B,"N = 8,124 (26%)"
E01033112,C,"N = 5,664 (3%)"
E01033113,A,"N = 23,924 (72%)"
E01033114,B,"N = 8,124 (26%)"
E01033115,A,"N = 23,924 (72%)"
E01033116,A,"N = 23,924 (72%)"
E01033117,A,"N = 23,924 (72%)"
E01033118,A,"N = 23,924 (72%)"
E01033119,A,"N = 23,924 (72%)"
E01033120,A,"N = 23,924 (72%)"
E01033121,B,"N = 8,124 (26%)"
E01033122,B,"N = 8,124 (26%)"
E01033123,B,"N = 8,124 (26%)"
E01033124,B,"N = 8,124 (26%)"
E01033125,D,N = 83 (0.25%)
E01033126,B,"N = 8,124 (26%)"
E01033127,B,"N = 8,124 (26%)"
E01033128,A,"N = 23,924 (72%)"
E01033129,C,"N = 5,664 (3%)"
E01033130,B,"N = 8,124 (26%)"
E01033131,B,"N = 8,124 (26%)"
E01033132,A,"N = 23,924 (72%)"
E01033133,A,"N = 23,924 (72%)"
E01033135,A,"N = 23,924 (72%)"
E01033137,A,"N = 23,924 (72%)"
E01033138,C,"N = 5,664 (3%)"
E01033139,A,"N = 23,924 (72%)"
E01033140,C,"N = 5,664 (3%)"
E01033141,D,N = 83 (0.25%)
E01033142,A,"N = 23,924 (72%)"
E01033143,B,"N = 8,124 (26%)"
E01033144,B,"N = 8,124 (26%)"
E01033145,A,"N = 23,924 (72%)"
E01033146,A,"N = 23,924 (72%)"
E01033148,B,"N = 8,124 (26%)"
E01033150,B,"N = 8,124 (26%)"
E01033151,B,"N = 8,124 (26%)"
E01033153,B,"N = 8,124 (26%)"
E01033154,A,"N = 23,924 (72%)"
E01033156,A,"N = 23,924 (72%)"
E01033158,A,"N = 23,924 (72%)"
E01033159,A,"N = 23,924 (72%)"
E01033160,B,"N = 8,124 (26%)"
E01033161,B,"N = 8,124 (26%)"
E01033163,A,"N = 23,924 (72%)"
E01033164,B,"N = 8,124 (26%)"
E01033166,C,"N = 5,664 (3%)"
E01033167,B,"N = 8,124 (26%)"
E01033168,A,"N = 23,924 (72%)"
E01033169,A,"N = 23,924 (72%)"
E01033170,A,"N = 23,924 (72%)"
E01033171,B,"N = 8,124 (26%)"
E01033172,C,"N = 5,664 (3%)"
E01033173,A,"N = 23,924 (72%)"
E01033174,B,"N = 8,124 (26%)"
E01033175,A,"N = 23,924 (72%)"
E01033176,A,"N = 23,924 (72%)"
E01033177,A,"N = 23,924 (72%)"
E01033178,B,"N = 8,124 (26%)"
E01033179,A,"N = 23,924 (72%)"
E01033180,A,"N = 23,924 (72%)"
E01033181,B,"N = 8,124 (26%)"
E01033182,A,"N = 23,924 (72%)"
E01033183,A,"N = 23,924 (72%)"
E01033184,A,"N = 23,924 (72%)"
E01033185,A,"N = 23,924 (72%)"
E01033186,A,"N = 23,924 (72%)"
E01033187,B,"N = 8,124 (26%)"
E01033188,A,"N = 23,924 (72%)"
E01033189,A,"N = 23,924 (72%)"
E01033190,A,"N = 23,924 (72%)"
E01033191,A,"N = 23,924 (72%)"
E01033192,A,"N = 23,924 (72%)"
E01033193,B,"N = 8,124 (26%)"
E01033194,B,"N = 8,124 (26%)"
E01033195,A,"N = 23,924 (72%)"
E01033197,B,"N = 8,124 (26%)"
E01033198,B,"N = 8,124 (26%)"
E01033200,B,"N = 8,124 (26%)"
E01033202,A,"N = 23,924 (72%)"
E01033203,C,"N = 5,664 (3%)"
E01033205,A,"N = 23,924 (72%)"
E01033206,A,"N = 23,924 (72%)"
E01033207,C,"N = 5,664 (3%)"
E01033208,B,"N = 8,124 (26%)"
E01033209,B,"N = 8,124 (26%)"
E01033210,B,"N = 8,124 (26%)"
E01033211,C,"N = 5,664 (3%)"
E01033212,C,"N = 5,664 (3%)"
E01033213,A,"N = 23,924 (72%)"
E01033214,A,"N = 23,924 (72%)"
E01033215,C,"N = 5,664 (3%)"
E01033216,A,"N = 23,924 (72%)"
E01033221,B,"N = 8,124 (26%)"
E01033223,C,"N = 5,664 (3%)"
E01033224,C,"N = 5,664 (3%)"
E01033226,A,"N = 23,924 (72%)"
E01033228,B,"N = 8,124 (26%)"
E01033229,A,"N = 23,924 (72%)"
E01033231,B,"N = 8,124 (26%)"
E01033232,A,"N = 23,924 (72%)"
E01033233,A,"N = 23,924 (72%)"
E01033234,C,"N = 5,664 (3%)"
E01033235,A,"N = 23,924 (72%)"
E01033236,A,"N = 23,924 (72%)"
E01033237,A,"N = 23,924 (72%)"
E01033239,A,"N = 23,924 (72%)"
E01033241,A,"N = 23,924 (72%)"
E01033242,B,"N = 8,124 (26%)"
E01033243,A,"N = 23,924 (72%)"
E01033244,A,"N = 23,924 (72%)"
E01033245,A,"N = 23,924 (72%)"
E01033246,B,"N = 8,124 (26%)"
E01033247,C,"N = 5,664 (3%)"
E01033248,C,"N = 5,664 (3%)"
E01033249,B,"N = 8,124 (26%)"
E01033250,A,"N = 23,924 (72%)"
E01033251,A,"N = 23,924 (72%)"
E01033252,A,"N = 23,924 (72%)"
E01033253,C,"N = 5,664 (3%)"
E01033254,A,"N = 23,924 (72%)"
E01033255,B,"N = 8,124 (26%)"
E01033256,A,"N = 23,924 (72%)"
E01033257,A,"N = 23,924 (72%)"
E01033259,A,"N = 23,924 (72%)"
E01033260,A,"N = 23,924 (72%)"
E01033261,A,"N = 23,924 (72%)"
E01033262,B,"N = 8,124 (26%)"
E01033263,B,"N = 8,124 (26%)"
E01033264,D,N = 83 (0.25%)
E01033265,C,"N = 5,664 (3%)"
E01033266,B,"N = 8,124 (26%)"
E01033267,A,"N = 23,924 (72%)"
E01033268,C,"N = 5,664 (3%)"
E01033269,C,"N = 5,664 (3%)"
E01033270,C,"N = 5,664 (3%)"
E01033271,B,"N = 8,124 (26%)"
E01033272,A,"N = 23,924 (72%)"
E01033273,B,"N = 8,124 (26%)"
E01033274,C,"N = 5,664 (3%)"
E01033275,A,"N = 23,924 (72%)"
E01033276,A,"N = 23,924 (72%)"
E01033277,B,"N = 8,124 (26%)"
E01033278,B,"N = 8,124 (26%)"
E01033279,B,"N = 8,124 (26%)"
E01033280,A,"N = 23,924 (72%)"
E01033281,C,"N = 5,664 (3%)"
E01033282,B,"N = 8,124 (26%)"
E01033283,A,"N = 23,924 (72%)"
E01033285,C,"N = 5,664 (3%)"
E01033286,A,"N = 23,924 (72%)"
E01033288,A,"N = 23,924 (72%)"
E01033289,A,"N = 23,924 (72%)"
E01033291,A,"N = 23,924 (72%)"
E01033292,A,"N = 23,924 (72%)"
E01033294,A,"N = 23,924 (72%)"
E01033296,A,"N = 23,924 (72%)"
E01033297,A,"N = 23,924 (72%)"
E01033299,B,"N = 8,124 (26%)"
E01033300,D,N = 83 (0.25%)
E01033302,C,"N = 5,664 (3%)"
E01033303,B,"N = 8,124 (26%)"
E01033305,B,"N = 8,124 (26%)"
E01033306,B,"N = 8,124 (26%)"
E01033308,C,"N = 5,664 (3%)"
E01033310,A,"N = 23,924 (72%)"
E01033311,B,"N = 8,124 (26%)"
E01033313,A,"N = 23,924 (72%)"
E01033314,B,"N = 8,124 (26%)"
E01033316,A,"N = 23,924 (72%)"
E01033317,A,"N = 23,924 (72%)"
E01033319,A,"N = 23,924 (72%)"
E01033320,A,"N = 23,924 (72%)"
E01033322,A,"N = 23,924 (72%)"
E01033324,B,"N = 8,124 (26%)"
E01033325,A,"N = 23,924 (72%)"
E01033327,C,"N = 5,664 (3%)"
E01033328,A,"N = 23,924 (72%)"
E01033329,C,"N = 5,664 (3%)"
E01033331,B,"N = 8,124 (26%)"
E01033333,B,"N = 8,124 (26%)"
E01033334,A,"N = 23,924 (72%)"
E01033336,A,"N = 23,924 (72%)"
E01033338,A,"N = 23,924 (72%)"
E01033339,A,"N = 23,924 (72%)"
E01033341,A,"N = 23,924 (72%)"
E01033342,C,"N = 5,664 (3%)"
E01033344,B,"N = 8,124 (26%)"
E01033345,C,"N = 5,664 (3%)"
E01033347,C,"N = 5,664 (3%)"
E01033348,B,"N = 8,124 (26%)"
E01033350,B,"N = 8,124 (26%)"
E01033352,A,"N = 23,924 (72%)"
E01033353,C,"N = 5,664 (3%)"
E01033355,C,"N = 5,664 (3%)"
E01033356,A,"N = 23,924 (72%)"
E01033358,C,"N = 5,664 (3%)"
E01033359,C,"N = 5,664 (3%)"
E01033361,C,"N = 5,664 (3%)"
E01033362,B,"N = 8,124 (26%)"
E01033364,A,"N = 23,924 (72%)"
E01033366,A,"N = 23,924 (72%)"
E01033367,B,"N = 8,124 (26%)"
E01033369,B,"N = 8,124 (26%)"
E01033370,B,"N = 8,124 (26%)"
E01033372,A,"N = 23,924 (72%)"
E01033373,B,"N = 8,124 (26%)"
E01033375,A,"N = 23,924 (72%)"
E01033376,A,"N = 23,924 (72%)"
E01033378,A,"N = 23,924 (72%)"
E01033380,B,"N = 8,124 (26%)"
E01033381,B,"N = 8,124 (26%)"
E01033383,B,"N = 8,124 (26%)"
E01033384,A,"N = 23,924 (72%)"
E01033386,B,"N = 8,124 (26%)"
E01033387,C,"N = 5,664 (3%)"
E01033388,B,"N = 8,124 (26%)"
E01033389,A,"N = 23,924 (72%)"
E01033390,A,"N = 23,924 (72%)"
E01033391,A,"N = 23,924 (72%)"
E01033392,A,"N = 23,924 (72%)"
E01033393,A,"N = 23,924 (72%)"
E01033394,A,"N = 23,924 (72%)"
E01033395,B,"N = 8,124 (26%)"
E01033396,B,"N = 8,124 (26%)"
E01033397,B,"N = 8,124 (26%)"
E01033398,A,"N = 23,924 (72%)"
E01033399,C,"N = 5,664 (3%)"
E01033400,D,N = 83 (0.25%)
E01033401,A,"N = 23,924 (72%)"
E01033402,B,"N = 8,124 (26%)"
E01033403,B,"N = 8,124 (26%)"
E01033404,B,"N = 8,124 (26%)"
E01033405,B,"N = 8,124 (26%)"
E01033406,D,N = 83 (0.25%)
E01033407,A,"N = 23,924 (72%)"
E01033408,B,"N = 8,124 (26%)"
E01033409,C,"N = 5,664 (3%)"
E01033410,C,"N = 5,664 (3%)"
E01033411,A,"N = 23,924 (72%)"
E01033412,B,"N = 8,124 (26%)"
E01033413,A,"N = 23,924 (72%)"
E01033414,B,"N = 8,124 (26%)"
E01033415,D,N = 83 (0.25%)
E01033417,A,"N = 23,924 (72%)"
E01033418,A,"N = 23,924 (72%)"
E01033420,B,"N = 8,124 (26%)"
E01033421,B,"N = 8,124 (26%)"
E01033422,B,"N = 8,124 (26%)"
E01033423,B,"N = 8,124 (26%)"
E01033424,B,"N = 8,124 (26%)"
E01033425,A,"N = 23,924 (72%)"
E01033426,A,"N = 23,924 (72%)"
E01033427,A,"N = 23,924 (72%)"
E01033428,B,"N = 8,124 (26%)"
E01033429,A,"N = 23,924 (72%)"
E01033430,A,"N = 23,924 (72%)"
E01033431,A,"N = 23,924 (72%)"
E01033432,A,"N = 23,924 (72%)"
E01033433,A,"N = 23,924 (72%)"
E01033434,A,"N = 23,924 (72%)"
E01033435,A,"N = 23,924 (72%)"
E01033436,B,"N = 8,124 (26%)"
E01033437,B,"N = 8,124 (26%)"
E01033438,C,"N = 5,664 (3%)"
E01033439,B,"N = 8,124 (26%)"
E01033440,B,"N = 8,124 (26%)"
E01033441,C,"N = 5,664 (3%)"
E01033442,A,"N = 23,924 (72%)"
E01033443,A,"N = 23,924 (72%)"
E01033444,A,"N = 23,924 (72%)"
E01033445,A,"N = 23,924 (72%)"
E01033446,B,"N = 8,124 (26%)"
E01033447,A,"N = 23,924 (72%)"
E01033448,A,"N = 23,924 (72%)"
E01033449,A,"N = 23,924 (72%)"
E01033450,A,"N = 23,924 (72%)"
E01033451,B,"N = 8,124 (26%)"
E01033452,A,"N = 23,924 (72%)"
E01033453,A,"N = 23,924 (72%)"
E01033454,A,"N = 23,924 (72%)"
E01033455,A,"N = 23,924 (72%)"
E01033456,B,"N = 8,124 (26%)"
E01033457,B,"N = 8,124 (26%)"
E01033458,B,"N = 8,124 (26%)"
E01033459,C,"N = 5,664 (3%)"
E01033460,A,"N = 23,924 (72%)"
E01033461,A,"N = 23,924 (72%)"
E01033462,A,"N = 23,924 (72%)"
E01033463,B,"N = 8,124 (26%)"
E01033464,B,"N = 8,124 (26%)"
E01033465,A,"N = 23,924 (72%)"
E01033466,B,"N = 8,124 (26%)"
E01033467,A,"N = 23,924 (72%)"
E01033468,D,N = 83 (0.25%)
E01033469,B,"N = 8,124 (26%)"
E01033470,C,"N = 5,664 (3%)"
E01033471,B,"N = 8,124 (26%)"
E01033472,A,"N = 23,924 (72%)"
E01033473,A,"N = 23,924 (72%)"
E01033474,A,"N = 23,924 (72%)"
E01033475,A,"N = 23,924 (72%)"
E01033476,A,"N = 23,924 (72%)"
E01033477,D,N = 83 (0.25%)
E01033478,A,"N = 23,924 (72%)"
E01033479,A,"N = 23,924 (72%)"
E01033480,A,"N = 23,924 (72%)"
E01033481,B,"N = 8,124 (26%)"
E01033482,A,"N = 23,924 (72%)"
E01033483,C,"N = 5,664 (3%)"
E01033484,C,"N = 5,664 (3%)"
E01033485,B,"N = 8,124 (26%)"
E01033486,A,"N = 23,924 (72%)"
E01033487,A,"N = 23,924 (72%)"
E01033488,A,"N = 23,924 (72%)"
E01033489,A,"N = 23,924 (72%)"
E01033490,B,"N = 8,124 (26%)"
E01033491,B,"N = 8,124 (26%)"
E01033492,A,"N = 23,924 (72%)"
E01033494,A,"N = 23,924 (72%)"
E01033495,A,"N = 23,924 (72%)"
E01033496,A,"N = 23,924 (72%)"
E01033497,B,"N = 8,124 (26%)"
E01033498,C,"N = 5,664 (3%)"
E01033499,C,"N = 5,664 (3%)"
E01033500,C,"N = 5,664 (3%)"
E01033501,A,"N = 23,924 (72%)"
E01033503,B,"N = 8,124 (26%)"
E01033505,C,"N = 5,664 (3%)"
E01033506,A,"N = 23,924 (72%)"
E01033508,A,"N = 23,924 (72%)"
E01033509,B,"N = 8,124 (26%)"
E01033511,A,"N = 23,924 (72%)"
E01033512,A,"N = 23,924 (72%)"
E01033514,A,"N = 23,924 (72%)"
E01033515,A,"N = 23,924 (72%)"
E01033517,A,"N = 23,924 (72%)"
E01033519,A,"N = 23,924 (72%)"
E01033520,A,"N = 23,924 (72%)"
E01033522,A,"N = 23,924 (72%)"
E01033523,A,"N = 23,924 (72%)"
E01033525,A,"N = 23,924 (72%)"
E01033526,B,"N = 8,124 (26%)"
E01033527,A,"N = 23,924 (72%)"
E01033528,A,"N = 23,924 (72%)"
E01033529,A,"N = 23,924 (72%)"
E01033530,A,"N = 23,924 (72%)"
E01033531,A,"N = 23,924 (72%)"
E01033532,A,"N = 23,924 (72%)"
E01033533,A,"N = 23,924 (72%)"
E01033534,A,"N = 23,924 (72%)"
E01033535,A,"N = 23,924 (72%)"
E01033536,A,"N = 23,924 (72%)"
E01033537,A,"N = 23,924 (72%)"
E01033538,B,"N = 8,124 (26%)"
E01033539,A,"N = 23,924 (72%)"
E01033540,A,"N = 23,924 (72%)"
E01033541,A,"N = 23,924 (72%)"
E01033542,B,"N = 8,124 (26%)"
E01033543,D,N = 83 (0.25%)
E01033545,D,N = 83 (0.25%)
E01033547,B,"N = 8,124 (26%)"
E01033548,B,"N = 8,124 (26%)"
E01033550,A,"N = 23,924 (72%)"
E01033551,A,"N = 23,924 (72%)"
E01033553,B,"N = 8,124 (26%)"
E01033554,C,"N = 5,664 (3%)"
E01033556,B,"N = 8,124 (26%)"
E01033557,B,"N = 8,124 (26%)"
E01033559,B,"N = 8,124 (26%)"
E01033561,C,"N = 5,664 (3%)"
E01033562,C,"N = 5,664 (3%)"
E01033564,A,"N = 23,924 (72%)"
E01033565,A,"N = 23,924 (72%)"
E01033567,A,"N = 23,924 (72%)"
E01033568,B,"N = 8,124 (26%)"
E01033569,B,"N = 8,124 (26%)"
E01033570,B,"N = 8,124 (26%)"
E01033571,A,"N = 23,924 (72%)"
E01033572,B,"N = 8,124 (26%)"
E01033573,B,"N = 8,124 (26%)"
E01033574,A,"N = 23,924 (72%)"
E01033575,A,"N = 23,924 (72%)"
E01033576,B,"N = 8,124 (26%)"
E01033577,B,"N = 8,124 (26%)"
E01033578,B,"N = 8,124 (26%)"
E01033579,A,"N = 23,924 (72%)"
E01033580,A,"N = 23,924 (72%)"
E01033581,B,"N = 8,124 (26%)"
E01033582,A,"N = 23,924 (72%)"
E01033583,D,N = 83 (0.25%)
E01033584,A,"N = 23,924 (72%)"
E01033585,C,"N = 5,664 (3%)"
E01033586,B,"N = 8,124 (26%)"
E01033587,C,"N = 5,664 (3%)"
E01033588,A,"N = 23,924 (72%)"
E01033589,C,"N = 5,664 (3%)"
E01033590,A,"N = 23,924 (72%)"
E01033591,B,"N = 8,124 (26%)"
E01033592,A,"N = 23,924 (72%)"
E01033593,C,"N = 5,664 (3%)"
E01033594,C,"N = 5,664 (3%)"
E01033595,D,N = 83 (0.25%)
E01033596,C,"N = 5,664 (3%)"
E01033597,A,"N = 23,924 (72%)"
E01033598,A,"N = 23,924 (72%)"
E01033599,A,"N = 23,924 (72%)"
E01033600,A,"N = 23,924 (72%)"
E01033601,A,"N = 23,924 (72%)"
E01033602,B,"N = 8,124 (26%)"
E01033603,B,"N = 8,124 (26%)"
E01033604,B,"N = 8,124 (26%)"
E01033605,B,"N = 8,124 (26%)"
E01033606,A,"N = 23,924 (72%)"
E01033607,A,"N = 23,924 (72%)"
E01033608,A,"N = 23,924 (72%)"
E01033609,A,"N = 23,924 (72%)"
E01033610,A,"N = 23,924 (72%)"
E01033611,A,"N = 23,924 (72%)"
E01033612,A,"N = 23,924 (72%)"
E01033613,A,"N = 23,924 (72%)"
E01033614,A,"N = 23,924 (72%)"
E01033615,C,"N = 5,664 (3%)"
E01033616,B,"N = 8,124 (26%)"
E01033617,C,"N = 5,664 (3%)"
E01033618,A,"N = 23,924 (72%)"
E01033619,B,"N = 8,124 (26%)"
E01033620,D,N = 83 (0.25%)
E01033621,B,"N = 8,124 (26%)"
E01033622,B,"N = 8,124 (26%)"
E01033623,B,"N = 8,124 (26%)"
E01033624,A,"N = 23,924 (72%)"
E01033625,B,"N = 8,124 (26%)"
E01033626,A,"N = 23,924 (72%)"
E01033627,B,"N = 8,124 (26%)"
E01033628,C,"N = 5,664 (3%)"
E01033629,B,"N = 8,124 (26%)"
E01033630,B,"N = 8,124 (26%)"
E01033631,B,"N = 8,124 (26%)"
E01033632,B,"N = 8,124 (26%)"
E01033633,B,"N = 8,124 (26%)"
E01033634,B,"N = 8,124 (26%)"
E01033635,C,"N = 5,664 (3%)"
E01033636,B,"N = 8,124 (26%)"
E01033637,A,"N = 23,924 (72%)"
E01033638,B,"N = 8,124 (26%)"
E01033639,C,"N = 5,664 (3%)"
E01033640,B,"N = 8,124 (26%)"
E01033641,B,"N = 8,124 (26%)"
E01033642,A,"N = 23,924 (72%)"
E01033643,B,"N = 8,124 (26%)"
E01033644,B,"N = 8,124 (26%)"
E01033645,B,"N = 8,124 (26%)"
E01033646,B,"N = 8,124 (26%)"
E01033647,A,"N = 23,924 (72%)"
E01033648,B,"N = 8,124 (26%)"
E01033649,A,"N = 23,924 (72%)"
E01033650,A,"N = 23,924 (72%)"
E01033689,C,"N = 5,664 (3%)"
E01033690,D,N = 83 (0.25%)
E01033691,C,"N = 5,664 (3%)"
E01033692,B,"N = 8,124 (26%)"
E01033693,C,"N = 5,664 (3%)"
E01033694,A,"N = 23,924 (72%)"
E01033695,B,"N = 8,124 (26%)"
E01033696,A,"N = 23,924 (72%)"
E01033697,B,"N = 8,124 (26%)"
E01033698,A,"N = 23,924 (72%)"
E01033699,C,"N = 5,664 (3%)"
E01033700,B,"N = 8,124 (26%)"
E01033701,B,"N = 8,124 (26%)"
E01033702,B,"N = 8,124 (26%)"
E01033703,A,"N = 23,924 (72%)"
E01033704,B,"N = 8,124 (26%)"
E01033705,B,"N = 8,124 (26%)"
E01033706,C,"N = 5,664 (3%)"
E01033707,B,"N = 8,124 (26%)"
E01033708,D,N = 83 (0.25%)
E01033709,B,"N = 8,124 (26%)"
E01033710,A,"N = 23,924 (72%)"
E01033711,B,"N = 8,124 (26%)"
E01033712,C,"N = 5,664 (3%)"
E01033713,B,"N = 8,124 (26%)"
E01033714,A,"N = 23,924 (72%)"
E01033715,A,"N = 23,924 (72%)"
E01033716,B,"N = 8,124 (26%)"
E01033717,A,"N = 23,924 (72%)"
E01033718,B,"N = 8,124 (26%)"
E01033719,B,"N = 8,124 (26%)"
E01033720,B,"N = 8,124 (26%)"
E01033721,A,"N = 23,924 (72%)"
E01033722,B,"N = 8,124 (26%)"
E01033723,B,"N = 8,124 (26%)"
E01033724,B,"N = 8,124 (26%)"
E01033725,B,"N = 8,124 (26%)"
E01033726,B,"N = 8,124 (26%)"
E01033727,B,"N = 8,124 (26%)"
E01033728,A,"N = 23,924 (72%)"
E01033729,A,"N = 23,924 (72%)"
E01033730,B,"N = 8,124 (26%)"
E01033731,C,"N = 5,664 (3%)"
E01033732,A,"N = 23,924 (72%)"
E01033733,B,"N = 8,124 (26%)"
E01033734,A,"N = 23,924 (72%)"
E01033735,B,"N = 8,124 (26%)"
E01033736,A,"N = 23,924 (72%)"
E01033737,B,"N = 8,124 (26%)"
E01033738,B,"N = 8,124 (26%)"
E01033739,A,"N = 23,924 (72%)"
E01033740,A,"N = 23,924 (72%)"
E01033741,B,"N = 8,124 (26%)"
E01033742,A,"N = 23,924 (72%)"
E01033743,A,"N = 23,924 (72%)"
E01033744,A,"N = 23,924 (72%)"
E01033745,A,"N = 23,924 (72%)"
E01033746,A,"N = 23,924 (72%)"
E01033747,A,"N = 23,924 (72%)"
E01033748,A,"N = 23,924 (72%)"
E01033749,A,"N = 23,924 (72%)"
E01033750,B,"N = 8,124 (26%)"
E01033751,B,"N = 8,124 (26%)"
E01033752,C,"N = 5,664 (3%)"
E01033753,B,"N = 8,124 (26%)"
E01033754,B,"N = 8,124 (26%)"
E01033755,A,"N = 23,924 (72%)"
E01033756,D,N = 83 (0.25%)
E01033757,A,"N = 23,924 (72%)"
E01033758,B,"N = 8,124 (26%)"
E01033759,B,"N = 8,124 (26%)"
E01033760,D,N = 83 (0.25%)
E01033761,B,"N = 8,124 (26%)"
E01033762,C,"N = 5,664 (3%)"
E01033763,B,"N = 8,124 (26%)"
E01033764,C,"N = 5,664 (3%)"
E01033765,B,"N = 8,124 (26%)"
E01033766,A,"N = 23,924 (72%)"
E01033767,A,"N = 23,924 (72%)"
E01033768,A,"N = 23,924 (72%)"
W01000001,A,"N = 23,924 (72%)"
W01000002,A,"N = 23,924 (72%)"
W01000003,B,"N = 8,124 (26%)"
W01000004,A,"N = 23,924 (72%)"
W01000005,A,"N = 23,924 (72%)"
W01000006,A,"N = 23,924 (72%)"
W01000007,A,"N = 23,924 (72%)"
W01000008,A,"N = 23,924 (72%)"
W01000009,A,"N = 23,924 (72%)"
W01000010,A,"N = 23,924 (72%)"
W01000011,A,"N = 23,924 (72%)"
W01000012,A,"N = 23,924 (72%)"
W01000013,A,"N = 23,924 (72%)"
W01000014,A,"N = 23,924 (72%)"
W01000015,A,"N = 23,924 (72%)"
W01000016,B,"N = 8,124 (26%)"
W01000017,A,"N = 23,924 (72%)"
W01000018,A,"N = 23,924 (72%)"
W01000019,A,"N = 23,924 (72%)"
W01000020,A,"N = 23,924 (72%)"
W01000021,A,"N = 23,924 (72%)"
W01000022,A,"N = 23,924 (72%)"
W01000023,A,"N = 23,924 (72%)"
W01000024,A,"N = 23,924 (72%)"
W01000025,A,"N = 23,924 (72%)"
W01000026,A,"N = 23,924 (72%)"
W01000027,A,"N = 23,924 (72%)"
